WAKE_UP,"Ripristino",
DIGITAL_VOLTAGE,"Voltaggio Digitale",
SLEEP,"Stand-by",
SYSTEM_ALERTS,"Avvisi di Sistema",
INACTIVITY,"Inattività",
AUTO_ADJUST_FROM_GPS,"Auto Regolazione GPS",
DATE,"Data",
ADJUST_RTC_SPEED,"Aggiusta Vel. RTC",
SHOW_SECONDS,"Mostra secondi",
IS24HOUR,"Orologio 24-h",
TIME_ZONE,"Fuso Orario",
YEAR,"Anno",
MONTH,"Mese",
TIME,"Ora",
NEXT,"Successivo",
GYRO_CALIBRATION,"Calibrazione Gyro",
PREV,"Prec",
MDL_LONG,"MDL Lungo",
HARDWARE_CHECK,"Controllo Hardware",
SWITCHES_SETTINGS,"Imposta Interruttori",
ADC_INSPECTOR,"Ispezione valore ADC",
SYS_LONG,"SYS Lungo",
HOME_KEYMAP,"Home Keymap",
POTS_SLIDERS_SETTINGS,"Imposta Pot./Sliders",
SWITCH_MIDDLE_DETECT_DELAY,"Ritardo riconoscimento posizione media int.",
DISP_SHORT,"{DISP_LABEL} Corto",
DISP_LONG,"{DISP_LABEL} Lungo",
SWITCH,"Interruttore",
ANALOGS_FILTER,"Filtro Analogico",
ANALOGS_CALIBRATION,"Calibrazione Analogica",
CONFIRM_CONTINUE,"Sicuro di voler continuare?",
THR_NOT_LOW_WARNING,"Gas non in posizione min.!",
CHANNELS_ORDER,"Ordine Canali",
STICKS_MODE,"Modo Sticks",
STICKS_MODE_1,"Sticks modo 1",
STICKS_MODE_2,"Sticks modo 2",
STICKS_MODE_3,"Sticks modo 3",
STICKS_MODE_4,"Sticks modo 4",
FIRST_FOUR_CHANNELS_FIXED,"Fix dei primi quattro canali",
NO_SD_CARD,"No SD Card",
FLASH_BOOTLOADER,"Flash Bootloader",
FLASH_INTERNAL_MODULE,"Flash Modulo Interno",
PLAY,"Riproduci",
CURRENT_VERSION,"Versione Attuale",
FLASH_RECEIVER_BY_INTERNAL_MODULE_OTA,"Flash RX con OTA int.",
FLASH_RECEIVER_BY_EXTERNAL_MODULE_OTA,"Flash RX con OTA ext.",
OTA_UPDATE,"Aggiornamento OTA",
FLASH_EXTERNAL_DEVICE,"Flash Dispositivo Esterno",
OPEN,"Apri",
FLASH_EXTERNAL_MODULE,"Flash Modulo Esterno",
FLASH_EXTERNAL_MULTIMODULE,"Flash MultiModulo Esterno",
MOVE_HERE,"Muovi qui",
OTA_UPDATE_ERROR,"Errore Aggiornamento OTA",
UNSUPPORTED_RX,"RX non supportata",
MAIN_VOLTAGE,"Voltaggio Principale",
DISPLAY_VOLTAGE_RANGE,"Intervallo Voltaggio Visualizzato",
LOW_VOLTAGE,"Voltaggio basso",
RTC_VOLTAGE,"Voltaggio RTC",
UNKNOWN,"Sconosciuto",
FIRMWARE,"Firmware",
FIRMWARE_VERSION,"Versione Firmware",
VIDEO_HARDWARE_VERSION,"Versione Hardware Video",
RECEIVER,"Ricevente",
NON_STABILIZED_RECEIVER,"Ricevente non stabilizzata",
VARIO,"Vario",
MAIN_VOLUME,"Volume principale",
AUDIO_VOLUME,"Volume",
PITCH_AT_ZERO,"Tonalità minima",
SEQUENCE,"Sequenza",
PITCH_AT_MAX,"Tonalità massima",
REPEAT_AT_ZERO,"Ripeti",
FIXED_WING,"Aereo",
GLIDER,"Aliante",
HELI,"Elicottero",
MULTI,"Multi",
OTHER,"Altro",
CALIBRATION,"Calibrazione",
INPUTS,"Inputs",
UPDATE,"Aggiornamento",
SDCARD,"SD Card",
SDCARD_ERROR,"Errore SD Card",
INVALID_DATA,"Dati Invalidi",
FILE_BAD_FORMAT,"File Sconosciuto ",
NO_FILES_ON_SD,"Nessun file su SD!",
READ_ERROR,"Errore Lettura",
WRITE_ERROR,"Errore Scrittura",
WRONG_HEADER,"Intestazione sbagliata",
WRONG_FORMAT,"Formato errato",
WRONG_CRC,"CRC errato",
WRONG_FILE_SIZE,"Dimensione file errata",
WRONG_FILE,"File errato",
ERROR,"Errore",
RUDDER,"Direzionale",
ELEVATOR,"Elevatore",
DELETE,"Cancella",
MODEL_BITMAP,"Immagine Modello",
TAIL_TYPE,"Tipo Piano di Coda",
TRADITIONAL,"Tradizionale",
VTAIL,"Coda a V",
REVERSE,"Inverti",
RATE,"Rate",
UP,"Su",
DOWN,"Giu",
RIGHT,"Destra",
LEFT,"Sinistra",
TOP,"Sopra",
BOTTOM,"Sotto",
TIMER_UP,"Tim.Su",
TIMER_DOWN,"Tim.Giu",
LIMIT,"Limite",
SPEED,"Velocità",
SET_DATE,"Imposta data",
SET_TIME,"Imposta Ora",
SILENT_MODE,"Modo Silenzioso",
KEY,"Tasto",
ALARM,"Allarme",
TRIM,"Trim",
SETUP_CHANNEL,"Setup canale",
LOGIC_SWITCH,"Interruttore Logico",
CREATE_MODEL,"Modello",
SAVE,"SALVA",
LS,"IL",
FS,"IF",
OP,"OP",
TRAINER_MASTER,"Maestro",
TRAINER_SLAVE,"Allievo",
LINK_MODE,"Modalità Connessione",
TRAINEE_CHANNEL,"Canale Studente",
SUNDAY,"Domenica",
MONDAY,"Lunedi",
TUESDAY,"Martedi",
WEDNESDAY,"Mercoledì",
THURSDAY,"Giovedi",
FRIDAY,"Venerdi",
SATURDAY,"Sabato",
JANUARY,"Gennaio",
FEBRUARY,"Febbraio",
MARCH,"Marzo",
APRIL,"Aprile",
MAY,"Maggio",
JUNE,"Giugno",
JULY,"Luglio",
AUGUST,"Agosto",
SEPTEMBER,"Settembre",
OCTOBER,"Ottobre",
NOVEMBER,"Novembre",
DECEMBER,"Dicembre",
CANCEL,"Cancella",
DELAY,"Ritardo",
RECEIVER_TYPE,"Tipo Ricevente",
BACK,"Indietro",
INTERNAL,"Interno",
EXTERNAL,"Esterno",
RF_PROTOCOL,"Protocollo RF",
EXTERNAL_RF,"RF Esterno",
LOGIC_SWITCH_RANGE,"Intervallo",
PLAY_SEQUENCE,"Riproduci Traccia",
WAIT_DURATION,"Tempo di Attesa",
WAIT_CONDITION,"Condizione di Attesa",
CONFIRM_DELETE_LINE,"Sicuro di voler cancellare questa linea?",
ADD_A_NEW_LINE_IN_SEQUENCE,"Aggiungi una nuova linea in sequenza",
PLAY_TEXT,"Riproduci Testo",
GO_TO_SCREEN,"Vai a pagina",
LOCK_TOUCHSCREEN,"Blocco Schermo",
BLANK,"Vuoto",
CALIBRATE,"Calibra",
CLICK_CALIBRATE_TO_START,"Seleziona 'Calibra' per iniziare",
CENTER_STICKS_POTS_SLIDERS_AND_CLICK_NEXT,"Centra gli sticks/potenziometri/sliders, seleziona 'successivo' appena fatto",
MOVE_STICKS_POTS_SLIDERS_AND_CLICK_NEXT,"Muovi gli sticks/pot./sliders alla corsa max, seleziona 'successivo' appena fatto",
CALIBRATION_COMPLETE_CLICK_CONFIRM_TO_STORE,"Calibrazione completa, seleziona 'Conferma' per salvare",
BACKLIGHT,"Retroilluminazione",
DARK_MODE,"Modo Scuro",
HIGHLIGHT_COLOR,"Colore Evidenziato",
MODEL_NAME,"Nome",
NO_AIRBRAKES,"No aereofreni",
CURRENT,"Corrente",
VFAS,"VFAS",
TEMPERATURE_2,"Temp2",
TEMPERATURE_1,"Temp1",
FUEL,"Carburante",
ACCX,"AccX",
ACCY,"AccY",
ACCZ,"AccZ",
GPS_ALT,"GPS Alt",
GPS_SPEED,"GPS Velocità",
GPS_COURSE,"GPS Rotta",
AIR_SPEED,"Velocità Aria",
BATTERY_1_VOLTAGE,"Voltaggio Bat1",
BATTERY_1_CURRENT,"Corrente Bat1",
BATTERY_2_VOLTAGE,"Voltaggio Bat2",
BATTERY_2_CURRENT,"Corrente Bat2",
RBOX_STATE_1,"RBOX S1",
RBOX_STATE_2,"RBOX S2",
BATTERY_1_CONSUMPTION,"Cons. Bat1",
BATTERY_2_CONSUMPTION,"Cons. Bat2",
BATTERY_1_TEMPERATURE,"Temp. Bat1"
BATTERY_2_TEMPERATURE,"Temp. Bat2"
SD1_CHANNEL,"SD1CH",
ESC_VOLTAGE,"Voltaggio ESC",
ESC_CURRENT,"Corrente ESC",
ESC_RPM,"ESC RPM",
ESC_CONSUMPTION,"Consumo ESC",
ESC_TEMPERATURE,"Temp ESC",
RB_OUTPUT_STATE,"Stato Output",
RB_CH1_A,"Corrente CH1",
RB_CH2_A,"Corrente CH2",
RB_CH3_A,"Corrente CH3",
RB_CH4_A,"Corrente CH4",
RB_CH5_A,"Corrente CH5",
RB_CH6_A,"Corrente CH6",
RB_CH7_A,"Corrente CH7",
RB_CH8_A,"Corrente CH8",
RB_CH9_A,"Corrente CH9",
RB_OUTPUT_1_VOLTAGE,"Voltaggio Output1",
RB_OUTPUT_2_VOLTAGE,"Voltaggio Output2",
GASSUIT_TEMP1,"GASS Temp1",
GASSUIT_TEMP2,"GASS Temp2",
GASSUIT_SPEED,"GASS RPM",
GASSUIT_RES_VOL,"GASS Rim. Vol.",
GASSUIT_RES_PERC,"GASS Rim. %",
GASSUIT_FLOW,"GASS Flusso",
GASSUIT_MAX_FLOW,"GASS Flusso MAX",
GASSUIT_AVG_FLOW,"GASS Flusso Medio",
BEC_VOLTAGE,"Voltaggio BEC",
BEC_CURRENT,"Corrente BEC",
R9M_POWER,"Alimentazione R9M",
OK,"OK",
FLAP,"Flap",
AIRBRAKE,"Aereofreno",
FILE,"File",
FLASH_SPORT,"Flash S.port",
PLAY_VALUE,"Riproduci Valore",
CATEGORY,"Categoria",
MEMBER,"Nome",
ANALOGS,"Controlli Analogici",
SWITCHES_POSITIONS,"Posizioni Interruttori",
TRIMS_POSITIONS,"Posizione Trim",
CONST_VALUE,"Valore Const",
SLIDER_LEFT,"Slider SX",
SLIDER_RIGHT,"Slider DX",
RIGHT_HORIZONTAL,"Orizzontale Destro",
TRIM_RIGHT_HORIZONTAL_LEFT,"Trim T1←",
TRIM_RIGHT_HORIZONTAL_RIGHT,"Trim T1→",
RIGHT_VERTICAL,"Verticale Destro",
TRIM_RIGHT_VERTICAL_UP,"Trim T2↑",
TRIM_RIGHT_VERTICAL_DOWN,"Trim T2↓",
LEFT_VERTICAL,"Verticale Sinistro",
TRIM_LEFT_VERTICAL_UP,"Trim T3↑",
TRIM_LEFT_VERTICAL_DOWN,"Trim T3↓",
LEFT_HORIZONTAL,"Orizzontale Sinistro",
TRIM_LEFT_HORIZONTAL_LEFT,"Trim T4←",
TRIM_LEFT_HORIZONTAL_RIGHT,"Trim T4→",
TRIM_T5_LEFT,"T5 ←",
TRIM_T5_RIGHT,"T5 →",
TRIM_T6_LEFT,"T6 ←",
TRIM_T6_RIGHT,"T6 →",
TRIM_T5_DOWN,"T5 ↓",
TRIM_T5_UP,"T5 ↑",
TRIM_T6_DOWN,"T6 ↓",
TRIM_T6_UP,"T6 ↑",
DIFFERENTIAL,"Differenziale",
SLOW,"Rallenta",
MULTIPLY,"Moltiplica",
WEIGHT_UP,"Escursione Su",
WEIGHT_DOWN,"Escursione Giu",
OUTPUT,"Uscita",
CLOSE,"Chiudi",
FLASHING,"Esecuzione Flash...",
RESET_DEVICE,"Reset Dispositivo...",
LOW_BATTERY,"Batteria Radio scarica!",
VOLTAGE_CALIBRATION,"Calibrazione Voltaggio",
STARTING_MODEL_WIZARD,"Inizializza Creatore Modelli...",
RADIO_DATA_LOAD,"Carica Dati Radio",
DEFAULT_SYSTEM_SETTINGS_RESTORED,"Errore Memoria, Valori di fabbrica ripristinati.",
FLIGHT_MODE_SHORT,"FV",
PREFLIGHT_WARNING,"Avviso Pre-volo",
NEW_MODEL,"Nuovo modello",
STARTING_CALIBRATION,"Inizio calibrazione...",
NO_SD_CARD_WARNING,"Avviso No SD Card",
ADD_CURVE_ERROR,"Aggiungi curva fallito!",
STEP,"Step",
AILERON,"Alettone",
ELEVON,"Elevon"
SPACE_WITH_CHANNEL," canale",
QUESTION_SWAP_SSS_AND_SSS_CHANNELS_SETTINGS,"Vuoi scambiare %s e %s Impostazione canali?",
INPUT,"Ingressi",
ELE_TO_AIL,"Ele => Ale",
THR_CURVE,"Curva Gas",
PITCH_CURVE,"Curva Passo",
THROTTLE_CUT,"Taglio Gas",
AIL_TO_RUD,"Ale => Dir",
ELE_TO_CAMBER,"Ele => Camber",
RUD_TO_AIL,"Dir => Ale",
RUD_TO_ELE,"Dir => Ele",
AIL_TO_FLAPS,"Ale => Flaps",
FLAPS_TO_ELE,"Flaps => Ele",
FREE_MIX,"Mix Libero",
SNAP_ROLL,"Snap Roll",
TEST_MIX,"Test Mix",
DELAY_UP,"Ritardo Su",
DELAY_MID,"Ritardo Med",
DELAY_DOWN,"Ritardo Giu",
