String name, String context, X20(...) / XE(S) / V20(PRO), X18RS / X14(...) / T14 / V15, All other radios
RENAME,,"เปลี่ยนชื่อ Folder ใหม่"
CREATE_FOLDER,,"สร้าง Folder ใหม่"
CONFIRM_DELETE_FLIGHT_MODE,,"แน่ใจหรือไม่ ว่าต้องการลบ Flight Mode นี้นะคะ"
MOVE,,"ย้าย"
EDIT,,"แก้ไข"
ADD,,"เพิ่ม"
TELEMETRY_PORT,,"Telemetry port"
WARNING,,"คำเตือน"
ERRORS,,"ผิดพลาด"
OPTIONS,,"Options"
CONFIGURE,,"กําหนดค่า"
WAITING_FOR_RECEIVER,,"กําลังรอ Receiver มาต่อเชื่อมค่ะ"
PIN,,"Pin"
TELEMETRY,,"Telemetry"
RX_SETTINGS,,"การตั้งค่า RX"
NO_RESPONSE_FROM_RECEIVER,,"ไม่มีการตอบสนองจาก Receiver ค่ะ"
SBUS_OUT,,"SBUS out"
SBUS_IN,,"SBUS in"
TELEMETRY_25_MW,,"Telemetry 25mW"
HIGH_PWM_SPEED,,"High PWM speed"
FLIGHT_DATA_RECORDER,,"บันทึกข้อมูลการบิน"
RX_HAS_NO_FLIGHT_DATA_RECORD,,"Receiver นี้ ไม่มีเครื่องบันทึกข้อมูลการบิน"
DEVICE_CONFIG,,"Device config",
CONFIRM_DELETE_TIMER,,"แน่ใจหรือไม่ ต้องการลบตัวจับเวลานี้"
TIMER,,"Timer"
MODE,,"Mode"
PASTE,,"Paste"
TIMERS,,"Timers"
COPY,,"Copy"
NO_TIMER_HINT,,"ยังไม่มี Timer กรุณากดปุ่มเพิ่ม เพื่อสร้าง"
ANTENNA,,"Antenna"
POWER_HAS_BEEN_CHANGED_PLEASE_REBIND,,"พลังงานถูกเปลี่ยน  กรุณาเขื่อมต่อใหม่!"
NO_RESPONSE_FROM_MODULE,,"ไม่มีการตอบสนองจาก Module!"
POWER,,"Power"
BAUDRATE,,"Baudrate"
WAITING_FOR_MODULE,,"กําลังรอ Module ..."
TX_SETTINGS,,"การตั้งค่า TX"
MIXES,,"Mixes"
CHANNELS,,"ช่อง"
FLIGHT_MODE,,"Flight mode"
DRIVE_MODE,,"Drive mode"
D,,"D"
CONFIRM_DELETE_MIX,,"ต้องการลบ Mix นี้นะคะ"
CONFIRM_DELETE_SSS,,"ต้องการลบ %s นี้นะคะ"
NONE,,"None"
NO_MIX_HINT,,"ยังไม่มี Mix กรุณากดปุ่มเพิ่มเพื่อสร้าง"
TYPE,,"Type"
SHARE,,"Share"
RX,,"RX"
RACING_MODE,,"Racing mode"
RANGE_CHECK,,"ตรวจสอบช่วง"
EXTERNAL_MODULE,,"Module ภายนอก"
BIND_OK,,"เชื่อมต่อเรียบร้อยแล้วค่ะ"
BINDING_3DOTS,,"กำลังเชื่อมต่อค่ะ"
BIND,,"Bind"
FAILSAFE,,"Failsafe"
INTERNAL_MODULE,,"Module ภายใน"
SET_FAILSAFE,,"ตั้งค่า Failsafe"
RESET_BIND,,"Reset Bind"
FACTORY_RESET,,"จะคืนค่าเริ่มต้นจากโรงงาน"
RF_SYSTEM,,"RF system"
OWNER_REGISTRATION_ID,,"รหัสการลงทะเบียนเจ้าของ"
SELECT_DEVICE,,"เลือกอุปกรณ์"
REGISTER,,"ลงทะเบียน"
VALID_FRAME_RATE,,"VFR"
STATE,,"State"
PROTOCOL,,"Protocol"
ARE_YOU_SURE_TO_RESET_THIS_RECEIVER,,ต้องการ Reset Receiver นี้นะคะ"
SET,,"Set"
EXPO,,"Expo"
UNIT_POINTS_COUNT,,"points"
WEIGHT,,"Weight"
POINTS,,"Points"
OFFSET,,"Offset"
AUTO_OFFSET,,"Auto offset"
OFFSET_WHEN_ACTIVE,,"Offset เมื่อใช้งาน"
OFFSET_WHEN_INACTIVE,,"Offset เมื่อไม่ได้ใช้งาน"
SMOOTH,,"ราบลื่น"
POINT,,"Point"
POINTS_COUNT,,"Points count"
EASY_MODE,,"Easy mode"
LOGIC_SWITCHES,,"Logic switches"
ARE_YOU_SURE_YOU_WANT_TO_DELETE_THIS_LOGIC_SWITCH,,"ต้องการลบ logic switch นี้นะคะ?"
NO_LOGIC_SWITCH_HINT,,"ยังไม่มี Logic switch กรุณากดปุ่มเพิ่ม เพื่อสร้าง"
START_CONDITION,,"เงื่อนไข เริ่มต้นการทำงานค่ะ"
STOP_CONDITION,,"เงื่อนไข หยุดการทำงานค่ะ"
TIMER_EDIT,,"แก้ไข Timer"
PERSISTENT,,"Persistent"
START_VALUE,,"ค่าเริ่มต้น"
AUDIO_ACTIONS,,"Audio actions"
AUDIO_ACTION,,"Audio action"
ADD_A_NEW_AUDIO_ACTION,,"เพิ่มการทํางานด้วยเสียงใหม่"
ALARM_VALUE,,"ค่าการเตือน Alarm "
HAPTIC,,"การสั่น"
COUNT_SECONDS,,"นับถอยหลัง"
START,,"เริ่มต้น"
PLAY_FILE,,"Play file"
SPACE_WITH_OTHERS,,"ที่อื่นๆ"
CONFIRM_DELETE_CURVE,,"ต้องการลบ Curve นี้นะคะ"
CURVE_USED_BY,,"Curve นี้ ถูกใช้โดย:"
AND_WITH_TWO_SPACES,," and "
CURVES,,"Curves"
NO_CURVE_HINT,,"ยังไม่มี Curve ค่ะ กรุณากดปุ่มเพิ่ม เพื่อสร้าง"
VARS,,"Vars"
NO_VAR_HINT,,"ยังไม่มี Var ค่ะ กรุณากดปุ่มเพิ่ม เพื่อสร้าง"
ARE_YOU_SURE_YOU_WANT_TO_DELETE_THIS_VAR,,"ต้องการลบ Var นี้นะคะ?"
CONFIRM_RESET_MIXES,,"การดําเนินการนี้จะทําให้ Mix ทั้งหมดถูก reset\n ต้องการทำนะคะ"
ELEVATORS,,"Elevators"
YAW,,"Yaw"
SWASH_PLATE,,"Swash plate"
EDIT_MODEL,,"แก้ไข Model"
PICTURE,,"Picture"
TAIL,,"Tail"
AILERONS,,"Ailerons"
PITCH,,"Pitch"
THROTTLE,,"Throttle"
FLAPS,,"Flaps"
ENGINE,,"Engine"
BRAKE,,"Brake"
RUDDERS,,"Rudders"
ROLL,,"Roll"
FUNCTION_SWITCHES,,"Function switches"
RESET_ALL_MIXES,,"Reset all mixes"
CREATE_CALCULATED_SENSOR,,"Create calculated sensor"
CONFIRM_DELETE_SENSORS,,"sensor ทั้งหมดจะถูกลบออก\n ต้องการทำนะคะ"
ON,,"ON"
OFF,,"OFF"
DISCOVER_NEW_SENSORS,,"ค้นพบ Sensor ใหม่"
DELETE_ALL,,"Delete all"
INDIVIDUAL_RSSI_ALERT_PER_BAND,,"Individual RSSI alert per band"
CREATE_DIY_SENSOR,,"สร้าง DIY Sensor"
CONFIRM_LOAD_ALL_SWITCH_POSITIONS,,"การดําเนินการนี้จะแทนที่ตําแหน่ง Switch ทั้งหมดด้วยตําแหน่งปัจจุบัน ต้องการทำนะคะ"
CHECK_FUNCTION,,"ตรวจสอบ Function"
LOAD_ALL_SWITCH_POSITIONS,,"Load ตําแหน่งสวิตช์ทั้งหมด"
CONFIRM_LOAD_ALL_POT_POSITIONS,,"การดําเนินการนี้จะแทนที่ตําแหน่ง Pot ทั้งหมดด้วยตําแหน่งปัจจุบัน ต้องการทำนะคะ"
LOAD_ALL_POT_POSITIONS,,"Load all pot positions"
CALIBRATION_FINISH,,"Calibration เรียบร้อยแล้วค่ะ"
SXR_CALIBRATION,,"SxR calibration"
CLICK_WHEN_DONE,,"กดปุ่มดัวยค่ะ เมื่อทำเสร็จแล้ว"
CALIBRATING,,"Calibrating อยู่ค่ะ...."
SXR_CALIBRATION_DESCRIPTION,,"Calibration of SxR gyros and accelerometers"
SLAVE_CH,,"Slave CH"
PERCENT,,"Percent"
DESTINATION,,"Destination"
ENABLE,,"เปิดการทำงานค่ะ"
NO_FUNCTION_HINT,,"ยังไม่มี Function ค่ะ กรุณากดปุ่มเพิ่ม เพื่อสร้าง"
SPECIAL_FUNCTIONS,,"Special functions"
SF,,"SF"
DISABLE,,"ปิดการทำงานค่ะ"
ARE_YOU_SURE_YOU_WANT_TO_DELETE_THIS_SPECIAL_FUNCTION,,"ลบ Special Function นี้นะคะ"
REGISTRATION_OK,,"ลงทะเบียนเรียบร้อยแล้วค่ะ"
UID,,"UID"
REGISTRATION_ID,,"เลขทะเบียน ID"
RX_NAME,,"ชื่อ RX"
RECEIVER_CONNECTED,,"Receiver เชื่อมต่อเรียบร้อยแล้วค่ะ"
REGISTRATION,,"ลงทะเบียน"
TRIMS,,"Trims"
FADE_IN,,"Fade in"
FADE_OUT,,"Fade out"
AUTO_DETECT,,"ตรวจจับอัตโนมัติ"
DISPLAY_DECIMALS_AND_UNIT,,"แสดงทศนิยม / หน่วย"
SELECT_SENSOR,,"เลือก Sensor"
DIY_SENSOR,,"sensor"
WAITING,,"รอสักครู่นะคะ"
BAND,,"Band"
RATIO,,"Ratio"
MODULE,,"Module"
PROTOCOL_DECIMALS_AND_UNIT,,"Protocol decimals / unit"
CROSS_TRIM,,"Cross trim"
MOVE_TRIM_TO_SUBTRIM,,"Move trim to subtrim"
INSTANT_TRIM,,"Instant trim"
CONFIRM_MOVE_TRIM_TO_SUBTRIM,,"ยืนยัน จะย้าย Trim to Subtrim นะคะ"
MOVE_TRIMS_TO_SUBTRIMS,,"ย้าย Trim to Subtrim"
CONFIRM_MOVE_TRIMS_TO_SUBTRIMS,,"ยืนยัน จะย้าย Trim to Subtrim นะคะ"
INDEPENDENT_PER_FLIGHT_MODE,,"Independent per FM"
STICK,,"Stick"
CONFIGURE_SCREENS,,"ตั้งค่าหน้าจอ"
TOP_SCREEN,,"หน้าจอด้านบน"
CHANGE_LAYOUT,,"เปลี่ยน Layout ใหม่"
FULL_SCREEN,,"เต็มหน้าจอ"
WIDGET,,"Widget"
SET_MAIN_SCREEN,,"ตั้งค่าหน้าจอหลัก"
CONFIGURE_WIDGET,,"ตั้งค่า Widget"
NEW_SCREEN,,"หน้าจอใหม่"
SCREEN,,"Screen"
CHANGE_WIDGET,,"เปลี่ยน Widget"
MOVE_FORWARD,,"ย้ายไปด้านหน้า"
MOVE_BACKWARD,,"ย้ายไปด้านหลัง"
RESET_FLIGHT,,"Reset flight"
RESET_TIMERS,,"Reset เวลา"
RESET_TELEMETRY,,"Reset telemetry"
HOME,,"Home"
ADD_AFTER,,"เพิ่มหลังจาก"
ADD_MIX_FAILED,,"เพิ่ม Mix ล้มเหลวค่ะ!"
MAX_MIXES_REACHED,,"จํานวน Mix ถึงสูงสุดแล้วค่ะ"
FIRST_POSITION,,"ตําแหน่งแรก"
MIXES_LIBRARY,,"Mixes library"
LOCAL_ADDRESS,,"Mixes library"
WAITING_FOR_DEVICES,,"กําลังรออุปกรณ์อยู่ค่ะ"
LOCAL_NAME,,"Local name"
SEARCH_DEVICES,,"ค้นหาอุปกรณ์ค่ะ"
BLUETOOTH_DEVICE_CONNECTED,,"เชื่อมต่ออุปกรณ์ Bluetooth แล้วค่ะ"
CONFIRM_ALLOW_CONNECTION,,"Allow connection?"
BLUETOOTH_FIRMWARE_NEEDS_UPDATE,,"Bluetooth firmware needs to be updated!"
BLUETOOTH_MAINTENANCE,,"Bluetooth maintenance"
CONNECT_LAST_DEVICE,,"เชื่อมต่ออุปกรณ์ท้ายสุด"
DEVICE,,"Device"
NO_BLUETOOTH_DEVICE_FOUND,,"ไม่พบ Bluetooth ค่ะ "
SPEAKER_MUTE,,"ปิดเสียงลําโพง"
DISCONNECT,,"ตัดการเชื่อมต่อ"
WAITING_FOR_DEVICE,,"กําลังรออุปกรณ์"
DIST_ADDRESS,,"Distant address"
CONNECTING,,"เชื่อมต่อ"
ROTARY_ENCODER_HALF_STEPS,,"Rotary encoder half steps"
BLUETOOTH_AUDIO,,"Bluetooth Audio"
NOT_INSTALLED,,"Not installed (default)"
INSTALLED_AS_AN_OPTION,,"Installed as an option"
RESET_MODULE,,"Reset Module"
HIGH_SPEED,,"High speed"
NORMAL_SPEED,,"Normal speed"
MODEL,,"Model"
STEERING,,"Steering"
DUTY_RATIO,,"Duty ratio"
CYCLE_DURATION,,"Cycle duration"
RETURN_POSITION,,"Return position"
STEERING_BRAKE,,"Steering brake"
CHECKLIST,,"Checklist"
FILE_MANAGER,,"File manager"
SOUND,,"เสียงและการสั่น"
STICKS,,"Sticks"
DATE_TIME,,"วันที่ และ เวลา"
HARDWARE,,"Hardware"
INFO,,"ข้อมูล"
SERIAL_NUMBER,,"หมายเลขเครื่อง"
RESET_FACTORY_SETTINGS,,"คืนค่าโรงงาน"
CONFIRM_RESET_FACTORY_SETTINGS,,"จะคืนค่าเดิมจากโรงงานมั้ยคะ"
SYSTEM,,"System"
DISPLAY,,"Display"
KEYBOARD,,"Keyboard"
ENABLE_SLIDER,,"เปิดใช้งาน Slider"
DISABLE_SLIDER,,"ปิดใช้งาน Slider"
ALERTS,,"แจ้งเตือน"
SPECTRUM_ANALYSER,,"Spectrum"
BATTERY,,"Battery"
CHECKLIST_WARNING,,"คําเตือน ตรวจสอบรายการ"
RADIO_IS_IN_SILENT_MODE,,"วิทยุถูกตั้งค่าอยู่ในโหมดเงียบ"
RADIO_BATTERY_IS_LOW,,"แบตเตอรี่วิทยุเหลือน้อย"
THROTTLE_IS_NOT_IDLE,,"Throttle ไม่ได้เดินรอบเบา"
ARE_NOT_IN_SAFE_POSITION,,"ไม่อยู่ในตําแหน่งที่ปลอดภัย"
IS_NOT_IN_SAFE_POSITION,,"ไม่อยู่ในตําแหน่งที่ปลอดภัย"
FUNCTION_SWITCHES_ARE_NOT_IN_SAFE_POSITION,,"Function Switches ไม่อยู่ในตําแหน่งที่ปลอดภัยค่ะ"
FAILSAFE_IS_NOT_SET,,"ไม่ได้ตั้งค่า Failsafe ค่ะ"
RTC_BATTERY_IS_LOW,,"แบตเตอรี่ RTC เหลือน้อยค่ะ"
ALWAYS_ON,,"เปิดตลอดเวลา"
YES,,"Yes"
DIGITAL_RSSI,,"Digital RSSI"
GYRO,,"Gyro"
GYRO_SWITCHES,,"Gyro switches"
LANGUAGE,,"ภาษา"
SWITCHES,,"Switches"
TOP_TOOLBAR,,"แถบเครื่องมือด้านบน"
NO,,"No"
BRIGHTNESS,,"ความสว่าง"
KEYS,,"Keys"
WAKE_UP,,"Wake up"
DIGITAL_VOLTAGE,,"Digital voltage"
SLEEP,,"Sleep"
SYSTEM_ALERTS,,"แจ้งเตือนของระบบ"
INACTIVITY,,"Inactivity"
AUTO_ADJUST_FROM_GPS,,"ปรับอัตโนมัติจาก GPS"
DATE,,"วันที่"
ADJUST_RTC_SPEED,,"ปรับความเร็ว RTC"
SHOW_SECONDS,,"แสดงวินาที"
IS24HOUR,,"เวลา 24 ชั่วโมง"
TIME_ZONE,,"เขตเวลา"
YEAR,,"ปี"
MONTH,,"เดือน"
TIME,,"เวลา"
NEXT,,"ถัดไป"
GYRO_CALIBRATION,,"Gyro calibration"
PREV,,"ก่อนหน้า"
MDL_LONG,,"MDL long"
HARDWARE_CHECK,,"ตรวจสอบ Hardware"
SWITCHES_SETTINGS,,"ตั้งค่า Switche"
ADC_INSPECTOR,,"ตรวจสอบ ADC"
SYS_LONG,,"SYS long"
HOME_KEYMAP,,"Home keymap"
POTS_SLIDERS_SETTINGS,,"ตั้งค่า Pots และ Sliders"
SWITCH_MIDDLE_DETECT_DELAY,,"Switch middle detect delay"
DISP_SHORT,,"{DISP_LABEL} short"
DISP_LONG,,"{DISP_LABEL} long"
SWITCH,,"Switch"
THROTTLE_DEAD_BAND,,"Throttle dead band"
ANALOGS_FILTER,,"Analogs filter"
ANALOGS_CALIBRATION,,"Analogs calibration"
CONFIRM_CONTINUE,,"ยืนยัน ที่จะต้องการดําเนินการต่อนะคะ"
THR_NOT_LOW_WARNING,,"Throttle ไม่อยู่ในตําแหน่งต่ำสุดค่ะ"
CHANNELS_ORDER,,"ลําดับช่อง"
STICKS_MODE,,"Sticks mode"
STICKS_MODE_1,,"Sticks mode 1"
STICKS_MODE_2,,"Sticks mode 2"
STICKS_MODE_3,,"Sticks mode 3"
STICKS_MODE_4,,"Sticks mode 4"
FIRST_FOUR_CHANNELS_FIXED,,"4 Channels แรกถูกตั้งค่าไว้แล้ว"
NO_SD_CARD,,"ไม่มี SD Card ค่ะ"
FLASH_BOOTLOADER,,"Flash Bootloader"
FLASH_INTERNAL_MODULE,,"Flash internal RF module"
PLAY,,"เล่น"
CURRENT_VERSION,,"รุ่นปัจจุบัน"
FLASH_RECEIVER_BY_INTERNAL_MODULE_OTA,,"Flash RX by int. OTA"
FLASH_RECEIVER_BY_EXTERNAL_MODULE_OTA,,"Flash RX by ext. OTA"
OTA_UPDATE,,"OTA update"
FLASH_EXTERNAL_DEVICE,,"Flash external device"
OPEN,,"เปิด"
FLASH_EXTERNAL_MODULE,,"Flash external module"
FLASH_EXTERNAL_MULTIMODULE,,"Flash external multimodule"
MOVE_HERE,,"ย้ายมาที่นี่"
OTA_UPDATE_ERROR,,"มีข้อผิดพลาดในการอัพเดต OTA"
UNSUPPORTED_RX,,"ไม่รองรับ RX"
MAIN_VOLTAGE,,"Main voltage"
DISPLAY_VOLTAGE_RANGE,,"แสดง Voltage Range"
LOW_VOLTAGE,,"Voltage ต่ำ"
RTC_VOLTAGE,,"RTC Voltage"
UNKNOWN,,"ไม่ทราบ"
FIRMWARE,,"Firmware"
FIRMWARE_VERSION,,"รุ่น Firmware"
VIDEO_HARDWARE_VERSION,,"รุ่น Video hardware"
RECEIVER,,"Receiver"
NON_STABILIZED_RECEIVER,,"ไม่ใช่ Stabilized Receiver นะคะ"
VARIO,,"Vario"
MAIN_VOLUME,,"Main volume"
AUDIO_VOLUME,,"Volume"
PITCH_AT_ZERO,,"Pitch zero"
SEQUENCE,,"Sequence"
PITCH_AT_MAX,,"Pitch max"
REPEAT_AT_ZERO,,"Repeat"
SILENT,,"เงียบ"
ALARMS_ONLY,,"Alarms only"
OFTEN,,"บ่อย"
ALWAYS,,"เสมอ"
NEVER,,"ไม่เคย"
WHEN_TELEMETRY_STREAMING,,"When Telemetry Streaming"
VOICE1,,"เสียง 1 (หลัก)"
VOICE2,,"เสียง 2"
VOICE3,,"เสียง 3"
SUNDAY,,"อาทิตย์"
MONDAY,,"จันทร์"
TUESDAY,,"อังคาร"
WEDNESDAY,,"พุธ"
THURSDAY,,"พฤหัสบดี"
FRIDAY,,"ศุกร์"
SATURDAY,,"เสาร์"
JANUARY,,"มกราคม"
FEBRUARY,,"กุมภาพันธ์"
MARCH,,"มีนาคม"
APRIL,,"เมษายน"
MAY,,"พฤษภาคม"
JUNE,,"มิถุนายน"
JULY,,"กรกฎาคม"
AUGUST,,"สิงหาคม"
SEPTEMBER,,"กันยายน"
OCTOBER,,"ตุลาคม"
NOVEMBER,,"พฤศจิกายน"
DECEMBER,,"ธันวาคม"
CURRENT,,"Current"
VFAS,,"VFAS"
TEMPERATURE_2,,"Temp2"
TEMPERATURE_1,,"Temp1"
FUEL,,"เชื้อเพลิง"
ACCX,,"AccX"
ACCY,,"AccY"
ACCZ,,"AccZ"
GPS_ALT,,"GPS alt"
GPS_SPEED,,"GPS speed"
GPS_COURSE,,"GPS course"
AIR_SPEED,,"Air speed"
BATTERY_1_VOLTAGE,,"Bat1 voltage"
BATTERY_1_CURRENT,,"Bat1 current"
BATTERY_2_VOLTAGE,,"Bat2 voltage"
BATTERY_2_CURRENT,,"Bat2 current"
RBOX_STATE_1,,"RBOX S1"
RBOX_STATE_2,,"RBOX S2"
BATTERY_1_CONSUMPTION,,"Bat1 cons."
BATTERY_2_CONSUMPTION,,"Bat2 cons."
BATTERY_1_TEMPERATURE,,"Bat1 temp."
BATTERY_2_TEMPERATURE,,"Bat2 temp."
SD1_CHANNEL,,"SD1CH"
ESC_VOLTAGE,,"ESC voltage"
ESC_CURRENT,,"ESC current"
ESC_RPM,,"ESC RPM"
ESC_CONSUMPTION,,"ESC consumption"
ESC_TEMPERATURE,,"ESC temp"
RB_OUTPUT_STATE,,"สถานะ Output"
RB_CH1_A,,"CH1 current"
RB_CH2_A,,"CH2 current"
RB_CH3_A,,"CH3 current"
RB_CH4_A,,"CH4 current"
RB_CH5_A,,"CH5 current"
RB_CH6_A,,"CH6 current"
RB_CH7_A,,"CH7 current"
RB_CH8_A,,"CH8 current"
RB_CH9_A,,"CH9 current"
RB_OUTPUT_1_VOLTAGE,,"Output1 voltage"
RB_OUTPUT_2_VOLTAGE,,"Output2 voltage"
GASSUIT_TEMP1,,"GASS temp1"
GASSUIT_TEMP2,,"GASS temp2"
GASSUIT_SPEED,,"GASS RPM"
GASSUIT_RES_VOL,,"GASS res. vol."
GASSUIT_RES_PERC,,"GASS res. %"
GASSUIT_FLOW,,"GASS flow"
GASSUIT_MAX_FLOW,,"GASS max flow"
GASSUIT_AVG_FLOW,,"GASS avg flow"
BEC_VOLTAGE,,"BEC voltage"
BEC_CURRENT,,"BEC current"
POWER_900M,,"Power 900M",
ROLL_ANGLE,,"R.angle"
PITCH_ANGLE,,"P.angle"
HYDRAULIC_PRESSURE,,"H.pressure"
INTERNAL_GPS,,"Internal GPS"
RAM_AVAILABLE,,"RAM available"
CLOCK,,"นาฬิกา"
LATITUDE,,"Latitude"
LONGITUDE,,"Longitude"
TRIP,,"Trip"
CATEGORY,,"ประเภท"
MEMBER,,"สมาชิก"
IGNORE_TRAINER_INPUT,,"เว้นการป้อนข้อมูลของ Trainer"
FULL_RANGE,,"Full range"
IGNORE_RANGE,,"Ignore range"
HALF_RANGE,,"Half range"
NEGATIVE,,"Negative"
EDGE,,"Edge"
ELE_TO_AIL,,"Ele => Ail"
AIL_TO_RUD,,"Ail => Rud"
ELE_TO_CAMBER,,"Ele => Camber"
RUD_TO_AIL,,"Rud => Ail"
RUD_TO_ELE,,"Rud => Ele"
AIL_TO_FLAPS,,"Ail => Flaps"
FLAPS_TO_ELE,,"Flaps => Ele"
FREE_MIX,,"Free mix"
SNAP_ROLL,,"Snap roll"
TEST_MIX,,"Test mix"
PLANE,,"Airplane"
GLIDER,,"Glider"
HELI,,"Heli"
MULTI,,"Multi"
CAR,,"Car",
BOAT,,"Boat",
OTHER,,"อื่นๆ"
CALIBRATION,,"Calibration"
INPUTS,,"Inputs"
UPDATE,,"Update"
SDCARD,,"SD card","SD"
SDCARD_ERROR,,"เกิดข้อผิดพลาดของ SD card ค่ะ"
INVALID_DATA,,"ข้อมูลไม่ถูกต้องค่ะ"
FILE_BAD_FORMAT,,"ไม่ทราบชนิดของ File ค่ะ"
NO_FILES_ON_SD,,"ไม่มี File ใน SD ค่ะ"
READ_ERROR,,"ไม่สามารถอ่านได้ค่ะ"
WRITE_ERROR,,"ไม่สามารถเขียนได้ค่ะ"
WRONG_HEADER,,"ส่วนหัวไม่ถูกต้องค่ะ"
WRONG_FORMAT,,"รูปแบบไม่ถูกต้องค่ะ"
WRONG_CRC,,"CRC ผิดค่ะ"
WRONG_FILE_SIZE,,"ขนาดของ File ไม่ถูกต้องค่ะ"
WRONG_FILE,,"Ffile ไม่ถูกต้องค่ะ"
