NO_TIMER_YET_PRESS_ADD_TO_CREATE_ONE,,"Таймер ещё не существует. Нажмите кнопку ""добавить"" чтобы создать его!",,,
ANTENNA,,Антенна,,,
POWER_HAS_BEEN_CHANGED_PLEASE_REBIND,,"Мощность изменена, пожалуйста привяжите приёмник снова!",,,
NO_RESPONSE_FROM_MODULE,,Модуль не отвечает!,,,
POWER,,Мощность,,,
BAUDRATE,,Скорость порта,,,
ARMING_CONDITION,,Предполетная проверка,,,
WAITING_FOR_MODULE,,Ожидание модуля,,,
TX_SETTINGS,,Настройка передатчика,,,
MIXES,,Микшер,,,
CHANNELS,,Каналы,,,
FLIGHT_MODE,,Полетный режим,,,
DRIVE_MODE,,Режим вождения,,,
D,,D,,,
CONFIRM_DELETE_MIX,,Вы уверены что хотите удалить этот микшер?,,,
CONFIRM_DELETE_SSS,,Вы уверены что хотите удалить %с?,,,
NONE,,Нет,,,
NO_MIX_YET_PRESS_ADD_TO_CREATE_ONE,,"Микшер to` не создан. Нажмите ""добавить"" чтобы создать его!",,,
TYPE,,Тип,,,
SHARE,,"????????? I can't translate it because it's unclear in what context the word ""Share"" is used.",,,
RX,,Приемник,,,
RACING_MODE,,Гоночный режим,,,
RANGE_CHECK,,Проверка диапазона,,,
EXTERNAL_MODULE,,Внешний модуль,,,
BIND_OK,,Привязка выполнена,,,
BINDING_3DOTS,,Привязка…,,,
BIND,,Привязка,,,
FAILSAFE,,Фейлсейф,,,
INTERNAL_MODULE,,Внутренний модуль,,,
SET_FAILSAFE,,Настройка фейлсейф,,,
RESET_BIND,,Сброс привязки,,,
FACTORY_RESET,,Сброс до заводских настроек,,,
RF_SYSTEM,,Радио система,,,
LINKS,,Протоколы связи,,,
OWNER_REGISTRATION_ID,,ID Идентификатор ,,,
SELECT_DEVICE,,Выбрать прибор,,,
REGISTER,,Регистрация,,,
VALID_FRAME_RATE,,Допустимая частота кадров,,,
STATE,,Состояние,,,
PROTOCOL,,Протокол,,,
ARE_YOU_SURE_TO_RESET_THIS_RECEIVER,,Вы уверены что хотите сбросить настройки этого приемника?,,,
SET,,Настроить,,,
EXPO,,Экспонента,,,
UNIT_POINTS_COUNT,,точки,,,
WEIGHT,,Вес,,,
POINTS,,Точки,,,
OFFSET,,Смещение,,,
AUTO_OFFSET,,Автосмещение,,,
OFFSET_WHEN_ACTIVE,,Смещение в случае активности,,,
OFFSET_WHEN_INACTIVE,,Смещение в случае бездействия,,,
SMOOTH,,Сглаживание,,,
POINT,,Точка,,,
POINTS_COUNT,,Количество точек,,,
EASY_MODE,,Простой режим,,,
LOGIC_SWITCHES,,Логический переключатель,,,
ARE_YOU_SURE_YOU_WANT_TO_DELETE_THIS_LOGIC_SWITCH,,Вы уверены что хотите удалить этот логический переключатель?,,,
NO_LOGIC_SWITCH_YET_PRESS_ADD_TO_CREATE_ONE,,"Логический переключатель ещё не существует. Пожалуйста нажмите ""добавить"" чтобы создать его!",,,
START_CONDITION,,Условия запуска,,,
STOP_CONDITION,,Условия остановки,,,
TIMER_EDIT,,Редактор таймера,,,
PERSISTENT,,????? Context??????,,,
START_VALUE,,Стартовое значение,,,
AUDIO_ACTIONS,,Звуковые команды,,,
AUDIO_ACTION,,Звуковая команда,,,
ADD_A_NEW_AUDIO_ACTION,,Добавить новую звуковую команду,,,
ALARM_VALUE,,Порог срабатывания сигнализации,,,
HAPTIC,,Касание,,,
COUNT_SECONDS,,Счетчик секунд,,,
START,,Старт,,,
PLAY_FILE,,Проиграть файл,,,
SPACE_WITH_OTHERS,,Другие места,,,
CONFIRM_DELETE_CURVE,,Вы уверены что хотите удалить эту кривую?,,,
CURVE_USED_BY,,Эта кривая используется:,,,
AND_WITH_TWO_SPACES,,AND,,,
CURVES,,Кривые,,,
NO_CURVE_YET_PRESS_ADD_TO_CREATE_ONE,,"Кривая ещё не существует. Пожалуйста, нажмите ""добавить"" чтоба создать её!",,,
VARS,,Переменные,,,
NO_VAR_YET_PRESS_ADD_TO_CREATE_ONE,,"Переменная ещё не существует. Пожалуйста, нажмите ""добавить"" чтобы создать её!",,,
ARE_YOU_SURE_YOU_WANT_TO_DELETE_THIS_VAR,,Вы уверены что хотите удалить эту перменную?,,,
CONFIRM_RESET_MIXES,,Эта операция сбросит настройки всех микшеров. Вы уверены что хотите продолжить?,,,
ELEVATORS,,Рули высоты,,,
YAW,,Рысканье,,,
SWASH_PLATE,,Тарелка автомата перекоса,,,
EDIT_MODEL,,Редактировать модель,,,
PICTURE,,Картинка,,,
TAIL,,Хвост,,,
AILERONS,,Элероны,,,
PITCH,,Шаг,,,
THROTTLE,,Газ,,,
FLAPS,,Закрылки,,,
ENGINE,,Двигатель,,,
BRAKE,,Тормоз,,,
RUDDERS,,Рули,,,
ROLL,,Крен,,,
FUNCTION_SWITCHES,,Функциональный переключатель,,,
RESET_ALL_MIXES,,Сброс всех микшеров,,,
CREATE_CALCULATED_SENSOR,,Создать вычисляемый датчик,,,
CONFIRM_DELETE_SENSORS,,Все датчики будут удалены. Вы уверены что хотите продолжить?,,,
ON,,ВКЛ,,,
OFF,,ВЫКЛ,,,
DISCOVER_NEW_SENSORS,,Найти новые датчики,,,
STOP_DISCOVER,,Остановить поиск,,,
DELETE_ALL,,Удалить всё,,,
INDIVIDUAL_RSSI_ALERT_PER_BAND,,Отдельные звуковые оповещения для каждого радиоканала,,,
CREATE_DIY_SENSOR,,Создать собственный датчик,,,
CONFIRM_LOAD_ALL_SWITCH_POSITIONS,,Эта операция заменит все положения переключателя на текущие. Вы уверены что хотите продолжить?,,,
CHECK_FUNCTION,,Проверка функциональности,,,
LOAD_ALL_SWITCH_POSITIONS,,Загрузите все положения переключателя,,,
CONFIRM_LOAD_ALL_POT_POSITIONS,,Эта операция заменит все позиции аналогового регулятора на текущие. Вы уверены что хотите продолжить?,,,
LOAD_ALL_POT_POSITIONS,,Load all pot positions,,,
CALIBRATION_FINISH,,Calibration finished!,,,
SXR_CALIBRATION,,SxR calibration,,,
CLICK_WHEN_DONE,,Click when done,,,
CALIBRATING,,Calibrating ...,,,
SXR_CALIBRATION_DESCRIPTION,,Calibration of SxR gyros and accelerometers,,,
SLAVE_CH,,Slave CH,,,
PERCENT,,Percent,,,
DESTINATION,,Destination,,,
ENABLE,,Enable,,,
NO_FUNCTION_YET_PRESS_ADD_TO_CREATE_ONE,,No function yet. Please press the add button to create one!,,,
NO_TRAINER_YET_PRESS_ADD_TO_CREATE_ONE,,No trainer yet. Please press the add button to create one!,,,
SPECIAL_FUNCTIONS,,Special functions,,,
NEW_FUNCTION,,New function,,,
SF,,SF,,,
DISABLE,,Disable,,,
ARE_YOU_SURE_YOU_WANT_TO_DELETE_THIS_SPECIAL_FUNCTION,,Are you sure you want to delete this special function?,,,
REGISTRATION_OK,,Registration OK,,,
UID,,UID,,,
REGISTRATION_ID,,Registration ID,,,
RX_NAME,,RX name,,,
RECEIVER_CONNECTED,,Receiver connected,,,
REGISTRATION,,Registration,,,
TRIMS,,Trims,,,
FADE_IN,,Fade in,,,
FADE_OUT,,Fade out,,,
AUTO_DETECT,,Auto detect,,,
DISPLAY_DECIMALS_AND_UNIT,,Display decimals / unit,,,
SELECT_SENSOR,,Select sensor,,,
DIY_SENSOR,,DIY sensor,,,
WAITING,,Waiting,,,
BAND,,Band,,,
RATIO,,Ratio,,,
MODULE,,Module,,,
PROTOCOL_DECIMALS_AND_UNIT,,Protocol decimals / unit,,,
CROSS_TRIM,,Cross trim,,,
MOVE_TRIM_TO_SUBTRIM,,Move trim to subtrim,,,
INSTANT_TRIM,,Instant trim,,,
MOVE_TRIMS_TO_SUBTRIMS,,Move trims to subtrims,,,
INDEPENDENT_PER_FLIGHT_MODE,,Independent per FM,,,
STICK,,Stick,,,
CONFIGURE_SCREENS,,Configure screens,,,
TOP_SCREEN,,Top screen,,,
CHANGE_LAYOUT,,Change layout,,,
FULL_SCREEN,,Full screen,,,
WIDGET,,Widget,,,
SET_MAIN_SCREEN,,Set main screen,,,
CONFIGURE_WIDGET,,Configure widget,,,
NEW_SCREEN,,New screen,,,
SCREEN,,Screen,,,
CHANGE_WIDGET,,Change widget,,,
MOVE_FORWARD,,в†ђ Move forward,,,
MOVE_BACKWARD,,в†’ Move backward,,,
RESET_FLIGHT,,Reset flight,,,
RESET_TIMERS,,Reset timers,,,
RESET_TELEMETRY,,Reset telemetry,,,
HOME,,Home,,,
ADD_AFTER,,Add after,,,
ADD_MIX_FAILED,,Add mix failed!,,,
MAX_MIXES_REACHED,,The maximum number of mixes has been reached!,,,
FIRST_POSITION,,First position,,,
MIXES_LIBRARY,,Mixes library,,,
LOCAL_ADDRESS,,Local address,,,
WAITING_FOR_DEVICES,,Waiting for devices ...,,,
LOCAL_NAME,,Local name,,,
SEARCH_DEVICES,,Search ...,,,
BLUETOOTH_DEVICE_CONNECTED,,Bluetooth device connected,,,
NOT_CONNECTED,,Not connected,,,
CONFIRM_ALLOW_CONNECTION,,Allow connection?,,,
BLUETOOTH_FIRMWARE_NEEDS_UPDATE,,Bluetooth firmware needs to be updated!,,,
BLUETOOTH_MAINTENANCE,,Bluetooth maintenance,,,
DEVICE,,Device,,,
NO_BLUETOOTH_DEVICE_FOUND,,No Bluetooth device found!,,,
SPEAKER_MUTE,,Speaker mute,,,
DISCONNECT,,Disconnect,,,
WAITING_FOR_DEVICE,,Waiting for device,,,
DIST_ADDRESS,,Distant address,,,
CONNECTING,,Connecting,,,
ROTARY_ENCODER_HALF_STEPS,,Rotary encoder half steps,,,
BLUETOOTH_AUDIO,,Bluetooth Audio,,,
NOT_INSTALLED,,Not installed (default),,,
INSTALLED_AS_AN_OPTION,,Installed as an option,,,
HIGH_SPEED,,High speed,,,
NORMAL_SPEED,,Normal speed,,,
MODEL,,Model,,,
STEERING,,Steering,,,
DUTY_RATIO,,Duty ratio,,,
CYCLE_DURATION,,Cycle duration,,,
RETURN_POSITION,,Return position,,,
STEERING_BRAKE,,Steering brake,,,
CHECKLIST,,Checklist,,,
FILE_MANAGER,,File manager,,,
SOUND,,Sound & Vibr.,,,
STICKS,,Sticks,,,
DATE_TIME,,Date & Time,,,
HARDWARE,,Hardware,,,
INFO,,Info,,,
SERIAL_NUMBER,,Serial number,,,
RESET_FACTORY_SETTINGS,,Reset factory settings,,,
CONFIRM_RESET_FACTORY_SETTINGS,,Reset factory settings?,,,
SYSTEM,,System,,,
DISPLAY,,Display,,,
KEYBOARD,,Keyboard,,,
ENABLE_SLIDER,,Enable slider,,,
DISABLE_SLIDER,,Disable slider,,,
ALERTS,,Alerts,,,
SPECTRUM_ANALYSER,,Spectrum,,,
BATTERY,,Battery,,,
CHECKLIST_WARNING,,Checklist warning,,,
RADIO_IS_IN_SILENT_MODE,,Radio is in silent mode,,,
RADIO_BATTERY_IS_LOW,,Radio battery is low,,,
THROTTLE_IS_NOT_IDLE,,Throttle is not idle,,,
ARE_NOT_IN_SAFE_POSITION,, are not in safe position,,,
IS_NOT_IN_SAFE_POSITION,, is not in safe position,,,
FUNCTION_SWITCHES_ARE_NOT_IN_SAFE_POSITION,,Function switches are not in safe position,,,
FAILSAFE_IS_NOT_SET,,Failsafe is not set,,,
RTC_BATTERY_IS_LOW,,RTC battery is low,,,
ALWAYS_ON,,Always on,,,
ALWAYS_OFF,,Always OFF,,,
YES,,Yes,,,
DIGITAL_RSSI,,Digital RSSI,,,
GYRO,,Gyro,,,
GYRO_SWITCHES,,Gyro switches,,,
LANGUAGE,,Language,,,
THEME,,Theme,,,
LIGHT,,Light,,,
DARK,,Dark,,,
SWITCHES,,Switches,,,
TOP_TOOLBAR,,Top toolbar,,,
NO,,No,,,
BRIGHTNESS,,Brightness,,,
KEYS,,Keys,,,
WAKE_UP,,Wake up,,,
DIGITAL_VOLTAGE,,Digital voltage,,,
SLEEP,,Sleep,,,
SYSTEM_ALERTS,,System alerts,,,
INACTIVITY,,Inactivity,,,
AUTO_ADJUST_FROM_GPS,,Auto adjust from GPS,,,
DATE,,Date,,,
ADJUST_RTC_SPEED,,Adjust RTC speed,,,
SHOW_SECONDS,,Display seconds,,,
IS24HOUR,,24-hour time,,,
TIME_ZONE,,Time zone,,,
YEAR,,Year,,,
MONTH,,Month,,,
TIME,,Time,,,
NEXT,,Next,,,
GYRO_CALIBRATION,,Gyro calibration,,,
PREV,,Prev,,,
MDL_LONG,,MDL long,,,
HARDWARE_CHECK,,Hardware check,,,
SWITCHES_SETTINGS,,Switches settings,,,
ADC_INSPECTOR,,ADC inspector,,,
SYS_LONG,,SYS long,,,
HOME_KEYMAP,,Home keymap,,,
POTS_SLIDERS_SETTINGS,,Pots/Sliders settings,,,
SWITCH_MIDDLE_DETECT_DELAY,,Switch middle detect delay,,,
DISP_SHORT,,{DISP_LABEL} short,,,
DISP_LONG,,{DISP_LABEL} long,,,
SWITCH,,Switch,,,
THROTTLE_DEAD_BAND,,Throttle dead band,,,
ANALOGS_FILTER,,Analogs filter,,,
ANALOGS_CALIBRATION,,Analogs calibration,,,
CONFIRM_CONTINUE,,Are you sure you want to continue?,,,
THR_NOT_LOW_WARNING,,Throttle is not in low position!,,,
CHANNELS_ORDER,,Channel order,,,
STICKS_MODE,,Sticks mode,,,
STICKS_MODE_1,,Sticks mode 1,,,
STICKS_MODE_2,,Sticks mode 2,,,
STICKS_MODE_3,,Sticks mode 3,,,
STICKS_MODE_4,,Sticks mode 4,,,
FIRST_FOUR_CHANNELS_FIXED,,First four channels fixed,,,
NO_SD_CARD,,No SD Card,,,
FLASH_BOOTLOADER,,Flash bootloader,,,
FLASH_INTERNAL_MODULE,,Flash internal RF module,,,
PLAY,,Play,,,
CURRENT_VERSION,,Current version,,,
FLASH_RECEIVER_BY_INTERNAL_MODULE_OTA,,Flash RX by int. OTA,,,
FLASH_RECEIVER_BY_EXTERNAL_MODULE_OTA,,Flash RX by ext. OTA,,,
OTA_UPDATE,,OTA update,,,
FLASH_EXTERNAL_DEVICE,,Flash external device,,,
OPEN,,Open,,,
FLASH_EXTERNAL_MODULE,,Flash external module,,,
FLASH_EXTERNAL_MULTIMODULE,,Flash external multimodule,,,
MOVE_HERE,,Move here,,,
OTA_UPDATE_ERROR,,OTA update error,,,
UNSUPPORTED_RX,,Unsupported RX,,,
MAIN_VOLTAGE,,Main voltage,,,
DISPLAY_VOLTAGE_RANGE,,Display voltage range,,,
LOW_VOLTAGE,,Low voltage,,,
RTC_VOLTAGE,,RTC voltage,,,
UNKNOWN,,Unknown,,,
FIRMWARE,,Firmware,,,
VIDEO_HARDWARE_VERSION,,Video hardware version,,,
RECEIVER,,Receiver,,,
NON_STABILIZED_RECEIVER,,Non stabilized receiver,,,
VARIO,,Vario,,,
MAIN_VOLUME,,Main volume,,,
AUDIO_VOLUME,,Volume,,,
PITCH_AT_ZERO,,Pitch zero,,,
SEQUENCE,,Sequence,,,
PITCH_AT_MAX,,Pitch max,,,
REPEAT_AT_ZERO,,Repeat,,,
SILENT,,Silent,,,
ALARMS_ONLY,,Alarms only,,,
OFTEN,,Often,,,
ALWAYS,,Always,,,
NEVER,,Never,,,
WHEN_TELEMETRY_STREAMING,,When telemetry streaming,,,
VOICE1,,Sound pack 1 (main),,,
VOICE2,,Sound pack 2,,,
VOICE3,,Sound pack 3,,,
SUNDAY,,Sunday,,,
MONDAY,,Monday,,,
TUESDAY,,Tuesday,,,
WEDNESDAY,,Wednesday,,,
THURSDAY,,Thursday,,,
FRIDAY,,Friday,,,
SATURDAY,,Saturday,,,
JANUARY,,January,,,
FEBRUARY,,February,,,
MARCH,,March,,,
APRIL,,April,,,
MAY,,May,,,
JUNE,,June,,,
JULY,,July,,,
AUGUST,,August,,,
SEPTEMBER,,September,,,
OCTOBER,,October,,,
NOVEMBER,,November,,,
DECEMBER,,December,,,
CURRENT,,Current,,,
VFAS,,VFAS,,,
TEMPERATURE_2,,Temp2,,,
TEMPERATURE_1,,Temp1,,,
FUEL,,Fuel,,,
ACCX,,AccX,,,
ACCY,,AccY,,,
ACCZ,,AccZ,,,
GPS_ALT,,GPS alt,,,
GPS_SPEED,,GPS speed,,,
GPS_COURSE,,GPS course,,,
AIR_SPEED,,Air speed,,,
BATTERY_1_VOLTAGE,,Bat1 voltage,,,
BATTERY_1_CURRENT,,Bat1 current,,,
BATTERY_2_VOLTAGE,,Bat2 voltage,,,
BATTERY_2_CURRENT,,Bat2 current,,,
RBOX_STATE_1,,RBOX S1,,,
RBOX_STATE_2,,RBOX S2,,,
BATTERY_1_CONSUMPTION,,Bat1 cons.,,,
BATTERY_2_CONSUMPTION,,Bat2 cons.,,,
BATTERY_1_TEMPERATURE,,Bat1 temp.,,,
BATTERY_2_TEMPERATURE,,Bat2 temp.,,,
SD1_CHANNEL,,SD1CH,,,
ESC_VOLTAGE,,ESC voltage,,,
ESC_CURRENT,,ESC current,,,
ESC_RPM,,ESC RPM,,,
ESC_CONSUMPTION,,ESC consumption,,,
ESC_TEMPERATURE,,ESC temp,,,
RB_OUTPUT_STATE,,Output state,,,
RB_CH1_A,,CH1 current,,,
RB_CH2_A,,CH2 current,,,
RB_CH3_A,,CH3 current,,,
RB_CH4_A,,CH4 current,,,
RB_CH5_A,,CH5 current,,,
RB_CH6_A,,CH6 current,,,
RB_CH7_A,,CH7 current,,,
RB_CH8_A,,CH8 current,,,
RB_CH9_A,,CH9 current,,,
RB_OUTPUT_1_VOLTAGE,,Output1 voltage,,,
RB_OUTPUT_2_VOLTAGE,,Output2 voltage,,,
GASSUIT_TEMP1,,GASS temp1,,,
GASSUIT_TEMP2,,GASS temp2,,,
GASSUIT_SPEED,,GASS RPM,,,
GASSUIT_RES_VOL,,GASS res. vol.,,,
GASSUIT_RES_PERC,,GASS res. %,,,
GASSUIT_FLOW,,GASS flow,,,
GASSUIT_MAX_FLOW,,GASS max flow,,,
GASSUIT_AVG_FLOW,,GASS avg flow,,,
BEC_VOLTAGE,,BEC voltage,,,
BEC_CURRENT,,BEC current,,,
POWER_900M,,Power 900M,,,
ROLL_ANGLE,,R.angle,,,
PITCH_ANGLE,,P.angle,,,
HYDRAULIC_PRESSURE,,H.pressure,,,
INTERNAL_GPS,,Internal GPS,,,
RAM_AVAILABLE,,RAM available,,,
CLOCK,,Clock,,,
LATITUDE,,Latitude,,,
LONGITUDE,,Longitude,,,
TRIP,,Trip,,,
CATEGORY,,Category,,,
MEMBER,,Member,,,
IGNORE_TRAINER_INPUT,,Ignore trainer input,,,
FULL_RANGE,,Full range,,,
IGNORE_RANGE,,Ignore range,,,
HALF_RANGE,,Half range,,,
NEGATIVE,,Negative,,,
EDGE,,Edge,,,
ELE_TO_AIL,,Ele в†’ Ail,,,
AIL_TO_RUD,,Ail в†’ Rud,,,
ELE_TO_CAMBER,,Ele в†’ Camber,,,
RUD_TO_AIL,,Rud в†’ Ail,,,
RUD_TO_ELE,,Rud в†’ Ele,,,
AIL_TO_FLAPS,,Ail в†’ Flaps,,,
FLAPS_TO_ELE,,Flaps в†’ Ele,,,
FREE_MIX,,Free mix,,,
SNAP_ROLL,,Snap roll,,,
TEST_MIX,,Test mix,,,
PLANE,,Airplane,,,
GLIDER,,Glider,,,
HELI,,Heli,,,
MULTI,,Multi,,,
CAR,,Car,,,
BOAT,,Boat,,,
OTHER,,Other,,,
CALIBRATION,,Calibration,,,
INPUTS,,Inputs,,,
UPDATE,,Update,,,
SDCARD,,SD card,,,
SDCARD_ERROR,,SD card error,,,
INVALID_DATA,,Invalid data,,,
FILE_BAD_FORMAT,,Unknown file,,,
NO_FILES_ON_SD,,No files on SD!,,,
READ_ERROR,,Read error,,,
WRITE_ERROR,,Write error,,,
WRONG_HEADER,,Wrong header,,,
WRONG_FORMAT,,Wrong format,,,
WRONG_CRC,,Wrong CRC,,,
WRONG_FILE_SIZE,,Wrong file size,,,
WRONG_FILE,,Wrong file,,,
ERROR,,Error,,,
RUDDER,,Rudder,,,
ELEVATOR,,Elevator,,,
DELETE,,Delete,,,
MODEL_BITMAP,,Model bitmap,,,
TAIL_TYPE,,Tail type,,,
TRADITIONAL,,Traditional,,,
VTAIL,,V-Tail,,,
REVERSE,,Reverse,,,
RATE,,Rate,,,
UP,,Up,,,
DOWN,,Down,,,
LEFT_SHORT,,L,,,
RIGHT_SHORT,,R,,,
RIGHT,,right,,,
LEFT,,left,,,
TOP,,Top,,,
BOTTOM,,Bottom,,,
TIMER_UP,,Up,,,
TIMER_DOWN,,Down,,,
LIMIT,,Limit,,,
SPEED,,Speed,,,
SET_DATE,,Set date,,,
SET_TIME,,Set time,,,
SILENT_MODE,,Silent mode,,,
KEY,,Key,,,
ALARM,,Alarm,,,
TRIM,,Trim,,,
SETUP_CHANNEL,,Setup channel,,,
LOGIC_SWITCH,,Logic switch,,,
CREATE_MODEL,,Create model,,,
CANCEL,,Cancel,,,
DELAY,,Delay,,,
SAVE,,SAVE,,,
LS,,LS,,,
FS,,FS,,,
OP,,OP,,,
MASTER,,Master,,,
SLAVE,,Slave,,,
RECEIVER_TYPE,,Receiver type,,,
BACK,,Back,,,
INTERNAL,,Internal,,,
EXTERNAL,,External,,,
RF_PROTOCOL,,RF protocol,,,
EXTERNAL_RF,,External RF,,,
LOGIC_SWITCH_RANGE,,Range,,,
PLAY_SEQUENCE,,Play audio,,,
WAIT_DURATION,,Wait duration,,,
WAIT_CONDITION,,Wait condition,,,
CONFIRM_DELETE_LINE,,Are you sure you want to delete this line?,,,
ADD_A_NEW_LINE_IN_SEQUENCE,,Add a new line in sequence,,,
PLAY_TEXT,,Play text (TTS),,,
GO_TO_SCREEN,,Go to screen,,,
LOCK_TOUCHSCREEN,,Lock touchscreen,,,
BLANK,,Blank,,,
CALIBRATE,,Calibrate,,,
CLICK_CALIBRATE_TO_START,,Click 'Calibrate' to start,,,
